komentarClean,cluster,prediksi_sentimen
tolong bantu honor capek guru honor guru penjas guru angkat gaji seberapaapa kebutuhantolonglah,5,negative
sedih dengernya guru mainkan aplikasi biaya km pendidikan s km guru,5,positive
sedih cita cita guru susah sekaliudah gelar spd ngrasa,5,negative
guru honorer gaji ribu menyerahada sistem menyerah keluarga,5,negative
roadmap marketplace guru disamakan dg barang jualan,5,negative
kurikulum cbsa an ktsp kurikulum merdekajangankan siswa guru,5,negative
liburan sekolah guru liburlha gurunya ngajar siapakalau libur sekolah disiasati dg piket skolah kosong,5,negative
bnrsaya guru bikin perangkat pembelajarannya aj melelahkan,5,negative
guru belajar kurikulum selesai belajar kurikulum belajar kurma,5,negative
guru paham implementasi kurikulum merdeka,5,negative
calon guru heran kurikulum pendidikan,5,negative
setujukasian guru guru urus administrasi ribet belajar hadewh,5,negative
guru bahasa inggris murid nanem pohon,5,negative
guru sibuk administrasi belajar kurikulum,5,negative
gurunya siswanya guru diribeti dg administrasi,5,negative
guru belajar trs ngajari guru membagongkan negeri konoha,5,positive
guru guru libur sekolah libur,5,negative
betull membingungkan guru siswa,5,negative
hemat beli buku anak sekolah patuh guru baperan dikit dimarahi orgtua bertindak,5,positive
sepaham sepakatanak kelinci percobaansemua by googleapa guru kasihan guru,5,negative
jaman murid sopan guru teladan,5,negative
murid hormat guru berani melawan adab murid guru,5,negative
iniyg skg dnger dri ortu lainmalah peran guru,5,negative
list menteri linear guru dipaksa linear,5,negative
nggak akses internet lo tapii bimbingan guru wilayah tertinggal,5,positive
proyek sekolah lumayan iuran mulu jajan cilok guru,5,positive
tinggal guru siswanya,5,negative
blom dibidang mumpuni mbakpak nadim keren sayadan kurikulum merdeka bagus sekalikebetulan guru,5,negative
intinya pebisnis dijadiin bisnis cntohnya ruang gru marketplace guru,5,negative
angkat guru linier angkat sdm,5,negative
guru fokus mengajar dikejar deadline pelatihan maximal mengajar,5,negative
lulus smk lks buku paket wajibkan guru anjurkan beli perpustakaan sekolah berfungsi dngn,5,negative
marketplace guru,5,negative
pokoknya guru puyeng,5,negative
guru kebanyakan diklatpelatihan jam kosong kadang guru ngajar kelas menggantikan guru diklat,5,positive
guru murid bertransformasi lihatnya jangka panjanglah sudut pandangnya sehari ngajar,5,negative
guru sibukkang pelstihan hr meninggalkan siswa pbm,5,negative
pendidikan berkualitas guru muridnya kursus murid jiwa perhatian disibukan dng tugas,5,positive
gaji guru umr negara sulit berkembang,5,negative
guru menerapkan kurikulum terbaru,5,negative
pembahasannyak merdeka penyerderhanaan administrasi kin jawabn keluhan guru admin,5,negative
ngajar blenger anak guru ktsp terususnterkonsep tertata,5,negative
guru sibuk laporanlebih laporan ngajarlebih serius ngurus laporan drpd ngajar,5,negative
jgnkan murid guru kebijakan kasihan anak,5,negative
guru honor jadikan percobaan mangknya marketplace,5,negative
thn dpn ganti kurikulum guru selesai pelatihan pelatihan,5,negative
guru senior pham menguasai eh ganti ja,5,negative
kurikulum berubah diadaptasi perubahan zaman guru belajarx belalui pmm,5,negative
mningkatkan sdm yukk join guru penggerak,5,negative
guru sd kurikulum lo penyempurnaan kur,5,negative
jaman kurikulum menyesuaikan jaman medsos hapalan liat google pesanan guru tua x,5,negative
curhatan temen guru minat belajar siswa down,5,negative
betuuulll guru guru emakemak rumahan paham hadewww kasihan anak,5,negative
sadar kurma membentuk guru okeh administrasinya sibuknya ngajar anak sibuk ngurusin administras,5,negative
bnyak projek pembisnis masuk dunia pendidikanbikin guru sibuk sma administrasismpe maksimal fokus siswa,5,negative
gurunya ngajar sibuk administrasi guru,5,negative
guru kurikulum merdeka menghagai murid beneran,5,negative
menteri asyik tuhknp guru,5,negative
keknya kemarin guru sistem co yak,5,negative
emak guru capek dngn kurikulum,5,negative
mengangkat menteri pendidikan guru paham ruang kelas,5,positive
sepakat pakami guru butuh aplikasi digital,5,negative
guru pro kurmer lihat gaya belajar anak laju belajar ketuntasan anak kejar,5,negative
guru tugasnya mngajarbukan ngurus berkas,5,negative
kurikulum merdeka guru pengajar bun,5,negative
guru linier mentrinya,5,negative
praktisi lapangan kurma guru peserta didik survey guru indonesia what do they think about kurma,5,positive
guru ganti menteri ganti kurikulum habisnya,5,positive
menteri kurikulum kasian guru tuntas muncul utama guru hrs kuasai mmg kurma,5,positive
guru menanggapinya memanga plus minus dikaji,5,negative
kurikulum merdeka harapkan murid mencari guru dpt nilai pro aktif,5,negative
kkm pelatihan kemarin muncul kktp guru menyesuaikan kehendak pemangku kbijakan,5,negative
susah penyandang dana dipaksa linier mendik modal memaksa guru linier,5,negative
tuntas kumer semngat guru guru hebat,5,negative
handle tukang ojek bisanya handle pendidikan guru,5,negative
jadikan guru gembul menteri biarkan merubah sistemnya maju,5,positive
kasian ank mw guru gurunya binggung,5,negative
dana bos guru honorkembalikan kurikulumnya buku turun temurun,5,negative
kesini perangkat pembelajaran guru,5,negative
praktisi pendidikanlha diangkat menteri saudagaritu masalahnyasetidaknya ngerasain guru,5,negative
guru oelan oelanenerapkan kurikulum bagus terapkan ruang luas kpd murid,5,negative
zaman hartobuku turun temurunsekarang guru bisnis buku,5,negative
p pmp pspb mendidik siswa memiliki tatakrana sopan santun hormat tua guru,5,negative
guru marketplace,5,negative
kurikulum ganti guru pusing ganti menteri ganti kurikulum,5,positive
guru ganti kurikulum belajar ganti membingungkan tujuanya suka jaman,5,negative
guru kurikulum kesini kurikulum kesana,5,negative
kurikulum merdeka guru merdeka murid merdeka cobain,5,negative
guru paud paud kurikulum merdeka,5,negative
sdm siswa dituntut pintar materi dipakai guru materi dikuasai,5,negative
backgroundbeliau pembisnis bidang pendidikan heran nnti marketplace guru,5,negative
bisnis guru sistem marketplace,5,negative
guru sibukan administrasi lainyg ost cuaaaan dsn,5,negative
w guru kurikulum merdeka bagus lo,5,negative
terwakilkan suara guru seindonesia tuntaskan kur muncul kurmer pusing guru guru,5,negative
apapun kurikulumnya intinya guru ganti kurikulum implementasinya,5,positive
guru menilai lbih bagus dri memeberi mnjadi mncari ndi siswa disuap guru mnyuap sndiri pelajaran,5,negative
peran utama guru membimbing anak salah inti sngat bagus tinggal guru menerapkan,5,negative
guru kurikulum merdeka muridnya,5,negative
guru mendalami bnyak bingungditambah ganti kurikulum merdeka,5,negative
parahny guru pakai aplikasi market palace keranjang belanja tinggal check out suka guru tsb,5,negative
daerah sekolah mendaftar ikm kelanjutannya pahambelajar mandiri pmm mudah guru daerah,5,positive
guru enak kurikulum merdeka dripada kurikulum dibenahi sdmnya,5,negative
guru dibilang anak monyet percobaan n guru budak buta n berjalan meraba,5,positive
now murid mengatur guru,5,negative
please itk guru berusaha n prakrik muridnya sdah lanacar kurikulum merdeka bikin guru kerja keras,5,negative
bagus zaman sekolah guru bnar tulus ngajar siswa murid ajar buku paket sekolah ujian bcoran materi,5,negative
guru smk pusing bikin raportnya rapot p tema,5,negative
guru les murid diajari phytagoras dikasi phytagoras,5,negative
guru menjalani kurikulum kurikulum merdeka membingungkan kurikulum tematik,5,negative
guru melaksanakan kebijakan sakno terombang ambing,5,negative
bagus diterapkan guru disitu kolaborasi anak guru kurikulum merdeka hadehhh gurunya pinter,5,negative
guru linear menteri,5,negative
faham guru siswa kelas pandemi alesannya wajib bljr th kemampuan anak,5,positive
pd kebingungan kurikulum merdeka pdhal guru gajih layak dri th mngabdi sarjana pgsd dlllllllll,5,negative
guru kimia urutan materi kumer fase karuan kurikulum darurat,5,negative
gonta ganti kurikulumsampe guru,5,negative
ntah programnya guru robot percobaantrus belajar kurikulum,5,negative
jaman kbk salah ngejar guru remedial mundur nilai yaorang umur zonasi,5,negative
cm murid emaknya belajar dirumah garap tugas dirumah coz guru ngerjain paket skolah,5,negative
kembalikan kurikulumnya kejaman emak bapake sekolah guru anak mendptkan ilmu sesungguhnya,5,positive
serasa kurikulum bagus dipakai dikembangkan kurikulumnya kasian guru mesti adaptasi,5,negative
kurikulum hebat jaman hartoada cerdas cermatkelompok capitguru guru amanah guru sekaran cuman jamkos,5,negative
guru disibukan tugas online tuntutan mengajar siswa siswa didesa kadang baca materi,5,negative
jaman buku bagus guru jelasin paragraf jaman guru kasi h tugas berlembar lembar anak sd p,5,negative
guru pusiiiiiingggg,5,negative
ganti menteri kurikulumnya mohon petu juk guru kaget,5,negative
guru kebanyakan kegiatan pelajaran anak menumpuk ujungnya bikin tugas anak materi pelajaran,5,negative
kurikulum gonta ganti bahan percobaan guru muridnya wkwkw,5,negative
kebanyakan diklat workshop guru pulang anak kelas bikin project laporan ngerjain anak waliny,5,positive
butuh kebijakan guru libur siswa libur semester,5,negative
guru buku pembinaan guru,5,negative
jaman harto best pendidikan buku abang pakai adiknya murid segan guru guru,5,negative
kurikulum merdeka anak ajarkan sebutkan tdinya malu berani pendpt muka kls temannya guru,5,negative
guru muridnyaa hahaha,5,negative
aslinyakurikulum merdeka bikin guru ngasih tugas kerkom,5,negative
catur wulan pinter loh metode cawu giliran guru mikir kurikulum gagal,5,positive
biiyuuuh kurma rubah guru penggerak praktik sekolah penggerak,5,negative
murid nakal hormat guru,5,negative
kurikulum merdeka guru terbebas perangkat ajar lumayan manfaatnya,5,negative
ganti menteri ganti kurikulum uh guru plus lingling,5,positive
kurmer hnya mberatkn siswa guru dipersulit perangkat pembelajaran rrruuuuuuweet mumeettt merdeka gurunya,5,negative
guru administrasinya,5,negative
guru sibuk dngan kurikulum merdeka kegiatan maknanya guru sibuk adm,5,negative
guru value semenjak kjp un eh ketambahan kurikulum merdeka,5,negative
tugas guru anak murid urus tuntutan,5,negative
berganti ganti presiden rumit kasihan guru siswanya,5,positive
guru linier menteri linier minimal fip sampun,5,negative
semenjak kurikulum merdeka guru kebingungan sisi guru,5,negative
bagus sh menuntut guru inovatif kreatif,5,negative
guru kurikulum merdeka inimsih enakan kurikulum,5,negative
guru pusing stress,5,negative
jngn kn siswa guru,5,negative
guru market place,5,negative
guru nyuruhnya cari google google blom guru hrs pny modul tersendiri bagikan anak,5,negative
guru gapaham tujuan arah kumer seakan merdeka belajarnya,5,negative
kembalian kurikulum harto sekarng anaknya sekolah ibunya sekolah klw belajar online guru,5,negative
terkadang pendidikan yangdimana guru sempurnakan menerapkan,5,negative
kurikulum jadul guru guru berkualitasanak sekolah pagi jam sore,5,positive
un dihapuskan skripsi alternatif q slbhnya dikaji apalg perihal marketplace guru,5,negative
suka kurikulum thn anaku memahami gampang mengerti diterangkan guru,5,negative
guru ganti kurikulum,5,negative
guru bngng kurmer istilah merdekanya merdeka huhuhu,5,negative
untung purna tgs guru sll diombang ambingkan kurikulum tergantung menerinya,5,negative
lupa gaji guru naikin,5,negative
guru merasakan kurikulum berubah tnpa revisi sayangkan s hilang,5,negative
kn anak orangtua bun guru,5,negative
q guru presiden th gururibet mengajar kumer bikin pusing enak kurikulum p harto dikemas teknologi,5,positive
dn sebgi guru melelahkan kebanyakan administrasi,5,negative
tolong donk paksaya guru dg kurikulum brganti,5,negative
kesini guru makij bingun ama kurikulum berubahdah dl ktsp adem ayem ribet guru ngajar anteng,5,negative
guru kurikulum merdeka,5,negative
guru nyaman dengn ktsp,5,negative
kurtilas maksimalin guru bosen platihan mulu,5,negative
kualitas guru permasalahan,5,positive
guru gembul jadiin menteri pokoknya,5,negative
bner kn murid guru aj pusing,5,negative
guru pembljrn kurikulum kemajuan teknlgi tua murid berat membeli buku,5,negative
jdikan guru gembul menteri pendidikan,5,positive
system kurikulum guru binggung hrs dikumsumsi anak trs ank,5,negative
guru kehilangan jam kurma,5,positive
membedakan kurikulum metode mengajarnya ditentukan kurikulum ditentukan guru arahnya,5,negative
kurikulum th an nilai siswa berani guru nilainya bagus,5,negative
guru pusingdengan kurikulum diganti ganti terusdan guru pelatihan jamlangsung praktek dilapangan,5,negative
guru hargai ujian nasional anak malas belajar lulus,5,positive
pengawasan guru mngajarjd guru berjalan hee,5,positive
bpk pembicara komisi dibenahi kurikulum sj sdm terkait guru siswa ortu birokrasi berperan,5,negative
gurubu guru mohon pendapat nyaa,5,negative
menyusahkan tua murid guru bpk mntri terlau cerdas,5,negative
guru memahami n mengimplementasikan ganti merdekayg merdeka aplikasi,5,negative
ganti menteriguru guru bilang enak kurikulum kurikulum merdeka,5,negative
anak berani guru,5,negative
guru disibukkan dg aplikasi berkas dikasih nutrisi mengajar,5,negative
google tinggal sekolah kasih wifi kenceng siswa bawa hp guru mengarahkanberes,5,positive
guru pusing urus administrasi mengajar,5,negative
guru dipelosok negeri kurikulum terialisasi dngn mo ganti lgguru ja mumet lgi siswa,5,positive
kemaren buku dicanangkan kur merdeka guru pusing lakukan murid,5,negative
kurikulum guru sekolah cari bimbingan belajar sekolah nasib ortu,5,positive
ketawa tempi menghargai guru pengajaran ahklak siswai,5,negative
kuliah jurusan pendidikan fisika lulus pns guru fisika ngajar ipa terpadu kendalanya masuk materi biologi pusing,5,positive
guru mumet anak pusing ganti menteri ganti kurikulum guru fokus perangkat mengajar anak keteteran,5,positive
guru ngasih pr kerja bertengkar ayah nenek kakek anak nggak hahahaha,5,negative
guru sibuk belajar lagianak kehilangan pembelajaran anak blajr sdri lwt,5,negative
lha pengawas guru penggerak mengikuti zoom tgl mei sd juni jam,5,positive
kurikulum merfeka bagustp guru ndak,5,negative
guru ituktsp cocok metodenyakatena dsitu lengkap materinyadan guru anak pahambda kumer in,5,negative
kurikulum berganti kurikulum perubahannya ganya ustilah berbeda administrasi perhatikan kesejahteraan guru,5,positive
guru binggung siswa gonta ganti kurikulum proyek kah memahami online optimal,5,positive
guru sertifikasi dana,5,negative
guru ngajar langsung paham sabar,5,negative
guru dirusak bangku mejanya mahal harganya beli,5,negative
guru pindah sekolah beli bangku diterima murah juta keatas awikwok,5,positive
sangking banyaknya beli kursi guru namanya berangkat motor mobil cuy usaha gila,5,negative
kallau smk emng soallnya guru sbgain anak masuk sma negeri,5,negative
swasta swasta no ribet uang nyogok beli bangku swasta guru memperhatikan murid,5,negative
kbanyakan nyogok titipin guru,5,negative
daftar guru terkait and ehh main kwkwk aga kaget liat,5,negative
ngaruh dampak negatifnya siswa merata kualitas sarana guru kompeten merata,5,negative
bedanya senak kepala sekolah guru teman akrab ge wkwkw,5,negative
angkat anak ama guru bude aowkwkw,5,negative
anjay banh anak guru situ,5,negative
sebenernya niatan gapunya kenalan guru disana amjic,5,negative
guru sd njr msuki w smp,5,negative
kerabat guruibu bapaknya guru,5,negative
mak guru sd anak daftar sma,5,negative
pke jalur tepatnya jalur anak guru,5,negative
emm wktu dinas jalur pindahan guru dinas tni,5,negative
temen ortunya pindah kerja daftar jalur perpindahan ortu ortu guru,5,negative
ortu disdik dinas pendidikan guru,5,negative
jalur perpindahan guru ama jalur ortu kategorinya digabung,5,negative
simpelnya emak lu guru disuatu sekolah smpsmk jalur perpindahan ortuanak guru,5,negative
keterima ank guru,5,negative
jalur anak guru makmur hidupnya hhh,5,positive
gweh pke jlr ketm bpk pns guru gweh keterima,5,negative
masuk jalur anak guru,5,negative
gasalah anak guru sekolah dimasuki ortunya kerja dinas pindah pindah,5,negative
jalur tepatnya jalur anak guru,5,negative
keterima guru sklh,5,negative
keterima jalur anak guru,5,negative
keterima anak guru,5,negative
jalur anak guru btw doain doain keterima,5,negative
skolah jalur anak guru ngab,5,negative
jalur anak guru ngab,5,negative
disekolah jalur anak guru anjay,5,negative
kakak jalur smp engak ayah bilang jalur anak guru,5,negative
tmn guru sosiologi,5,negative
prestasi and zonasitinggal pilih aowkek saranin guru masuk zonasi,5,negative
ortu jabatan jalur anak guru daftarnya curang,5,negative
temen bilang anjr ordal surat nyakuotanya anak guru,5,negative
mksd anak guru anak pejabat anak guru heboh dpt bangku apresiasi sekolah,5,negative
jalur anak guru ema guru ketrima smp favorit,5,negative
kagak enak woi guru ygpake dalem ntar disindir mulu temen,5,negative
guru cuman seniorapa jabatannya yahh,5,negative
guru sma negri bestie ama kepsek sekolah kakak untung kakak pinter gaperlu ordal,5,negative
dimasukin ordal ama ortu dibully ama temen guru gara jalur nyogok,5,negative
mendingan sekolah atap guru rajin,5,positive
shtp tergantung sekolahpas ndaftar sma dl namanya lupa guru ngetes guru,5,negative
panitianya ajalah guru panitia guru,5,negative
ibunya ahlaknya guru anaknya,5,negative
tinggal guru tugas numpuk tugasnya nyatet,5,negative
guru honorer disekolahku gajinya ribu ribu pd cari sambilan bikin fokus ngajar gasemangat ngajar pusing gapunya uang,5,negative
guru honorer sekolah pesantren swasta dituntut maksimal mengajar gaji separah honorer skolah negri,5,negative
contoh jepang kalah perang carii guru dana pembangu,5,positive
guru honorer smp santai ruet ngajar kerja gaji terang muridnya,5,positive
menyalahkan guru ngajarnya pusing mikir kebutuhan hidup sehari,5,negative
heran pdhal guru berperan negara gaji alakadarnya,5,negative
bapakku guru honorer gajinya juta,5,negative
ceritanya gaji guru umr,5,negative
guru honorer gada gaji,5,negative
gaji guru swasta nggak elit pemasukannya spp spp nggak gaji gurunya segitu,5,negative
pkl sekolah dasar swasta guru gajinya juta sejahtera minimal asn pppk,5,negative
gaji guru honorer diambil dana bos dana bos gaji guru honorer guru honorer kebagiannya dikit,5,positive
sumatera selatan guru honorer daftar guru kedepannya hapus,5,negative
jgnkan guru honorerguru sekolah swasta gajinya umr,5,negative
guru tk gajinya sebulan wkwkk,5,negative
guru gajinya ribu,5,negative
guru tk kampung bree,5,negative
gaji guru ganaik honorerpaling guru pns pnya gaji umr,5,negative
menurutku supply and demand sarjana guru dibutuhin dikit,5,negative
sekolah mengeluarkan budget gaji guru setara umr sekolah memiliki siswa menggaji guru,5,negative
honorer cerita guru statusnya pns penghasilannya lumayan sertifikasi gaji thr,5,negative
ditempatku guru honorer ribu gaji itupun gajian,5,negative
guru honorer dihitung jam perdaerah ngajarnya sekolah berbeda menuhuin kebutuhan,5,positive
guru tk ribu kawan kawan guru tk gajinya ribu,5,negative
gajinya jam kasihan nyari tambahan fokus ngajar alasannya guru honorer sertifikat pengajaran,5,positive
kesimpulannya gaji guru budget sekolah menaikan bos pemerintah menaikan spp,5,negative
guru honorer perbulan ribu bersyukur kesempatan membantu anak bangsa,5,negative
bedanya guru honorer ama guru pegawai negeri sipil bibiku guru sd pegawai negeri sipil dpt juta sebulan guru honorer umr,5,positive
guru pns aprisiasi pemerintah sertifikasi tunjangan dengar guru kasihan guru honorerkontrak,5,negative
guru gaji segitu faktor sertifikasi gurunya tunjangannya gede kerja jabatannya segitu,5,negative
guru tanyain senang,5,negative
guru pns gajinya umr tunjangan pengalaman nanya guru honorer dijelasin akarnya,5,negative
lha lho guru honorer gajiku ewu sesasi semono jaluk kualitas apik jane yo pengen ning wetengku luwe,5,positive
sekolah jogja gaji guru honorer ribu ribu ngawas ujian mapel,5,negative
khusus jawa digaji pendidikan merata guru ndak ngumpul dijawa ngajar perbatasan,5,positive
naikin gaji guru susah kah nanya,5,negative
nyalahin menteri sistemnya kurikulum berubahubah adaptasi bertahun eh ganti guru kejuruan smk btw,5,positive
jawa fasilitas pendidikan bro gaji honorer ribu,5,positive
indonesia guru pahlawan tanda jasa guru mengabdi,5,positive
mindset guru pahlawan tanda jasa,5,positive
guru rela panggil pahlawan upah layak,5,positive
mindset diganti guru tombak kemajuan bangsa,5,negative
pengalaman kelas guru mtk ngajarin bikin terharu beliau ditunggutunggu disaat,5,positive
makasih speak guru rantau smpe tidur karpet saking susahnya,5,negative
guru privat dibanding guru sekolah asuransi kesehatan,5,positive
yups terkadang profesi guru guru terpaksa kerjaan,5,negative
dana pemerintah tunjangan guru t diluar gaji kebijakan thn kualitas guru,5,positive
guru pns sejahtera tunjangan sertifikasinya diharapkan bikin upgrade ilmu upgrade kendaraan eeh,5,negative
guru pns sejahterabagaimana nasib guru honorer,5,positive
gaji guru potongannya lumayan,5,negative
sempet guru ambl jurusn pendidikan trs liat fakta lapangan lgsg amblnya pendidikan jurusannya,5,positive
smk guru alasan gaji nggak setara biaya pendidikannya,5,negative
guru swasta masi lumayan gajinya juta swasta favorit,5,positive
guru ngurusnya ketua osis seagama indonesia loh,5,positive
hadir guru honorer capeknya gamau guru tapiya yaudala ast choice,5,positive
film perhatikan guru kadang dipanggil prof guru s,5,positive
guru sekolah kebanyakan ceramah diceramahin makanan seharihari,5,positive
guru karakter anak anak,5,negative
hebat guru digaji bagus jaminan pendidikan bagus pengelola sekolah kementrian pendidikan pembuat uu pengaruh,5,positive
menurutku perketat test guru naikin gajinya guru indonesia berkualitas,5,negative
naikin gaji guru,5,negative
gaji guru terhitung bagus drpd guru jaman ayahku guru hasil pengamen drpd guru,5,negative
guru nasib citacita,5,positive
guru hihi kerjaa kerjaa guyon guyonn,5,negative
guru cari sampingan kerjaan dibawa pulanng,5,negative
guru honorer gajinya rbbulan,5,negative
bilang guru sma pingin guru bilang guru pingin guru,5,negative
kakak guru donor mantan muridnya lulus kuliah gajinya umr membiayai anggota keluarganya,5,negative
anak guru th an bertahan makan salahkan guru cm meyelesaikan pelajaran bkn mendidik,5,negative
faji guru berbeda mata pelajaran susah mudah rendah,5,positive
maaf nanya bro guru kena bayar uang kopi mengajar anak bangsa,5,negative
guru disejahterakan honorer,5,negative
gaji guru kualitas kuras kuantitas guru contohnya pedalaman bnyk guru,5,positive
heran guru honorer gaji ribu dibayar setahun x ngertilah t,5,negative
guru pns gaji brp,5,negative
setidak guru umr,5,negative
guru disejahterakan pendidikan indonesia maju,5,positive
lihat posisi saudara guru gajinya biaya potongan pusat,5,negative
cita guru kerja bank berwira usaha keuangan keluarga tanggung,5,negative
asli rangking sekolah guru kualitas pendidikan seadanya,5,positive
dibilang guru jan diliat gajinya berkahnya hmmmmmmm,5,negative
nysel kuliah th difakultas pendidikan lulus guru kaget ngajar gaji dibwh juta th brhnti,5,positive
naikin gaji guru apapun guru polisi,5,positive
guru gaji murah sekolah bagus mahal,5,positive
gaji guru pns sbnr lumayan gede cm mslh nye susah pns diangkat cm sodara nye,5,negative
prnh honorer sd gaji sebulan,5,negative
emng guru jam ngajar ampe sore kebanyakan jamkos,5,positive
negeri konoha mahhh gaji guru gaji wakil rakyat,5,positive
maaf menyinggung guru honorer nggak tes cpns setauku guru honorer relawan mendiskreditkan kerja,5,negative
naikin gaji guru gaji dpr,5,negative
guru pns kampung guru swasta kota gajinha wow giliran pns daerah susah mahal,5,positive
nangis trima gaji kampung beban bertambah guru smp hars ngajarin baca tulis gila,5,negative
binggung gaji guru kenapaaa why,5,negative
kaget guru desa gajiny cuman ribu itupun bilang,5,negative
kiki cerdas makmurkan guru,5,negative
indonesia guru ngarep pnspilih terbaik korea,5,positive
guru apaapa guru,5,negative
btul guru honor gaji cmn rbu bsu kayanya mampir dompet,5,negative
thats why w kerja dibanding guru,5,negative
pns ngapain gajinya guru,5,negative
perketat kualifikasi penerimaan guru gaji guru,5,negative
lucu pemerintah one piece dimana guru bertujuan mencerdaskan anak mendpatkan gaji rendah,5,negative
gaji biaya sekolah mahal kerja gaji guru,5,positive
guru matematika bilang guru bukn cita cita nasib,5,positive
nunggu guru ganti ama muda tua pemikiranya kerapihan rambut,5,negative
guru honorer gaji ribu sebulan,5,negative
maju gaji guru honorer,5,positive
mamaku guru sertifikasinya cair telat bbrp curhat pusing keuangan,5,negative
cmn guru gaji indo,5,negative
guru gaji memutuskan berhenti guru sekolah,5,negative
makasi guru honor th diperhatikan,5,negative
cek gaji pns guru kepsek trutama wilayah jawa,5,positive
guru honorer smp gajinya nunggang berbulan ribu sebulan,5,negative
itucontohnya kihat jepang berhasil bangkit keterpuruoan menjujung guru,5,negative
emng benersih bikin smngt guru gajinya,5,negative
titipan honorer terpintar guru dipilih ceritanya,5,negative
sepupu kg guru honorer dibayar ribu jenjang mi swasta daftar pt lumayan gajinya minimal umr beli kebutuhan,5,negative
kebanyakan guru terbaik terbaik pegawai perusahaan,5,positive
guru honorer bertahan doktrin pns proses,5,negative
ribu jafi guru mkanya pensiun,5,negative
adxku guru honorer guru sd gajinyaribu guru b inggris smk gajinyabln selma th,5,negative
pekerjaan guru padamu negeri,5,positive
gaji guru honor ribu terima,5,negative
naikan gaji guru setara pilot masuk fkip dipilih kompeten masuk fk,5,negative
gaji honorer keleluasaan dri sklh sndri dana disekolah menggaji guru honor,5,negative
indo kelas isi siswa negeri kebayang guru masuk kls hr maksimal bg,5,positive
inti gaji bnyak peminat pemilihan guru pnting ngajarin,5,negative
gaji emak juta juta bonus emak pns gaji guru,5,negative
gaji guru honorer tempatku ribu,5,negative
pengen guru gajinya,5,negative
guru matematika s beliau ngajar pengalaman pribadi guru guru sihh kerasa perbedaannya,5,negative
mama guru gajinya ratus ribu,5,negative
bner gaji perhatian guru guru malas maksimal,5,negative
gaji guru rendah pilihan ketiga gaji guru juta perbulan dihitung permurid sulit masuk fkip,5,positive
perbaiki gji guru pns n honor semangt ngajarnya,5,negative
guru mtk jarang masuk kelas gara kuliah paham materinya sekalinya masuk langsung ulangan harian,5,negative
guru penghargaan pelatihan guru diadakan rutin,5,positive
maju gaji guru setara pilot,5,positive
inget wali kelas nangis gara gajinya ribu kerja guru sumpah kelas nyesek,5,negative
hasil pengajaran tergantung minat muridnya muridnya ogahan guru frustasi,5,negative
gaji guru honorer dinaikin kualitas ngajarnya mgkn gaji rendah kualitas ngajarnya hasil pengajaran,5,positive
abang main sekolah elite gaji guru digit guru ramah care,5,negative
guru jarang masuk kelas,5,positive
gaji dpr dikasih guru honorer,5,negative
ngajar mikirin beras dirumah bayangkan tuntutan guru ginigitu,5,negative
guru abis ngajar malemnya dagang ayam bakar,5,negative
nggak sekolah kdang masuk cmn jamblm potong istirahat bentar liburdgn alasan guru rapat,5,negative
dibenahigaji guru tinggibahkan adakan beasiswa lanjutan gurubiar menambah wawasan mengajar,5,positive
istri guru honorer gajinya ribu istri resign fokus rawat anak,5,negative
kualitas guru cerita guru notabene pengen indonesia maju benahi pendidikan butuh,5,positive
tergantung guru sekolah guru uph cerita,5,negative
gaji guru honorer jtbln,5,negative
gaji guru honorer masi gurugua tamatan keguruan nyesel gaji,5,negative
honorer guru daerah ribuan,5,negative
bnyak tmn guru honorer alhasil stelah mreka nikah mreka brenti kerja milih kerja sales gajinya lbih,5,negative
pulang indonesia guru,5,negative
setuujuuu bgtsuami ngajar guru honorer gajih gedean karyawan indomaret,5,negative
top diwajibkan guru kasih gaji fair berbasis kualitas menghasilkan output oke,5,positive
uang pensiun anggota dpr menteri hapus tunjangan pejabat summbangkan guru honor kondisi gajinya layak,5,positive
guru honorer sehari ribu gajian potongan dinas insentif sulit dapet,5,negative
bnyk blg gni uang pekerja kantoran guru ambil jasa gtau pusing,5,negative
kkkarena guru tanda jasa ygy,5,negative
gaji dpr kerjanya turu besarlah guru kerja seumur hidup,5,positive
guru national plus gaji umr,5,negative
kesejahteraan baiksudah sertifikasi mental kemampuan guru mengikuti,5,positive
andai gajinya dpr tukeran sma guru enak bibiku ngajar tk sebulan gajinya berhenti buruh tani,5,negative
klu gaji dpr mpr pejabat pangkas memantaskan gaji guru,5,negative
kualifikasi guru diperbaiki gajinya pilih top pendidikan indonesia maju china singapore,5,positive
sekelas guru honorer upah banting setir beralih profesi pengusaha alias pedagang alias tukang dagang,5,negative
jgnkan honorer guru fulltime sekolah swasta non international scho gajinya dibwh umr,5,negative
bah no tambahin guru,5,negative
dosenku bilang jari guru,5,negative
kuliah pendidikan guru takut ntar kerja gajinya dikit ortu ttp maksa pgn guru,5,negative
menurutku kualitas guru indo prlu naikkan,5,positive
liat guru berhenti kerja penjual pecel lele ngajarnya bagus,5,negative
guru gaada jalur pns,5,negative
kakak guru madrasahtk gajinya ribu,5,negative
guru indonesia diambil terbaik dimasa sma,5,positive
heran guru memilih masuk kelas masuk kekelas cerita,5,positive
liat gaji guru honorer twitter ngitungnya x jam x minggu x jam huhu sedih,5,positive
guru gajinya indonesia,5,negative
